Date,Open,High,Low,Close,Adj Close,Volume
2021-11-23,100.000000,101.949997,93.599998,99.500000,96.482094,150836
2021-11-24,101.000000,103.300003,98.500000,99.849998,96.821480,103783
2021-11-25,101.000000,104.500000,99.099998,103.400002,100.263802,21978
2021-11-26,102.000000,102.000000,94.500000,98.099998,95.124557,254044
2021-11-29,98.099998,99.949997,95.050003,97.449997,94.494270,44912
2021-11-30,97.000000,97.000000,92.650002,94.800003,91.924652,68988
2021-12-01,93.300003,103.000000,93.300003,102.550003,99.439590,297958
2021-12-02,104.000000,107.800003,101.000000,103.150002,100.021385,58748
2021-12-03,105.000000,105.500000,100.650002,101.250000,98.179016,63485
2021-12-06,103.449997,106.500000,102.500000,106.449997,103.221291,77799
2021-12-07,107.000000,108.599998,105.599998,106.300003,103.075851,56633
2021-12-09,106.500000,109.750000,104.000000,105.599998,102.397072,80684
2021-12-10,105.000000,107.000000,104.050003,106.449997,103.221291,59219
2021-12-13,107.000000,107.000000,100.250000,101.699997,98.615364,64993
2021-12-14,102.000000,103.000000,97.599998,98.699997,95.706352,159669
2021-12-15,98.699997,99.300003,93.699997,94.949997,92.070099,235756
2021-12-16,95.099998,97.099998,95.099998,95.949997,93.039764,192209
2021-12-17,96.949997,100.000000,93.599998,99.250000,96.239677,118016
2021-12-20,99.599998,101.500000,95.050003,97.099998,94.154884,146798
2021-12-21,97.000000,100.400002,97.000000,98.250000,95.270004,71837
2021-12-22,97.000000,100.400002,97.000000,100.400002,97.354797,32650
2021-12-23,100.000000,102.949997,99.099998,100.500000,97.451759,67745
2021-12-27,102.900002,104.000000,94.500000,94.800003,91.924652,376027
2021-12-28,95.000000,96.849998,93.900002,95.550003,92.651901,91701
2021-12-29,95.500000,97.099998,94.500000,94.800003,91.924652,176939
2021-12-30,96.199997,98.550003,95.099998,98.349998,95.366974,236691
2022-01-03,98.000000,101.000000,96.400002,100.199997,97.160858,75250
2022-01-04,99.000000,100.949997,99.000000,99.500000,96.482094,28716
2022-01-05,99.599998,101.400002,96.699997,97.250000,94.300339,45911
2022-01-06,97.250000,99.000000,95.199997,96.400002,93.476120,28737
2022-01-07,96.199997,99.849998,96.000000,97.849998,94.882141,29373
2022-01-10,99.000000,99.500000,97.300003,98.699997,95.706352,23025
2022-01-11,99.000000,100.000000,97.099998,99.199997,96.191193,44969
2022-01-12,99.199997,100.800003,98.000000,100.550003,97.500252,45726
2022-01-13,99.050003,104.500000,99.000000,102.349998,99.245651,52303
2022-01-14,103.000000,104.000000,100.000000,101.750000,98.663849,56968
2022-01-17,101.500000,101.500000,97.599998,101.000000,97.936600,17616
2022-01-18,100.000000,103.400002,98.050003,101.800003,98.712334,153956
2022-01-19,102.000000,104.500000,99.099998,104.349998,101.184990,103977
2022-01-20,103.800003,111.000000,102.050003,109.000000,105.693954,310774
2022-01-21,108.000000,109.500000,103.050003,106.250000,103.027359,130726
2022-01-24,106.000000,106.250000,101.250000,104.449997,101.281952,109908
2022-01-25,103.099998,112.000000,103.099998,111.849998,108.457504,136221
2022-01-26,109.500000,113.000000,109.000000,112.099998,108.699928,171175
2022-01-27,110.000000,113.300003,109.099998,110.599998,107.245422,29240
2022-01-28,110.800003,114.000000,108.000000,111.900002,108.505997,146790
2022-01-31,111.000000,113.949997,110.150002,113.349998,109.912010,105057
2022-02-01,113.300003,114.400002,108.550003,111.900002,108.505997,107744
2022-02-02,112.500000,113.000000,108.050003,109.599998,106.275749,57100
2022-02-03,109.900002,111.500000,107.000000,110.550003,107.196945,96502
2022-02-04,108.000000,111.550003,108.000000,111.300003,107.924194,60224
2022-02-07,111.000000,114.800003,108.550003,113.849998,110.396843,58420
2022-02-08,114.000000,115.300003,112.300003,112.800003,109.378700,96109
2022-02-09,113.000000,116.000000,111.500000,115.599998,112.093765,86424
