Date,Open,High,Low,Close,Adj Close,Volume
2021-11-23,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-11-24,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-11-25,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-11-26,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-11-29,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-11-30,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-01,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-02,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-03,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-06,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-07,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-09,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-10,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-13,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-14,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-15,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-16,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-17,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-20,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-21,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-22,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-23,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-27,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-28,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-29,13.850000,13.850000,13.850000,13.850000,5.140000,0
2021-12-30,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-03,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-04,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-05,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-06,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-07,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-10,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-11,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-12,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-13,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-14,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-17,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-18,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-19,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-20,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-21,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-24,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-25,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-26,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-27,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-28,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-01-31,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-01,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-02,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-03,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-04,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-07,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-08,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-09,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-10,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-11,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-14,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-15,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-16,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-17,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-18,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-21,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-22,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-23,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-24,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-02-25,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-02,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-03,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-04,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-07,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-08,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-09,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-10,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-11,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-14,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-15,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-16,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-17,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-18,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-21,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-22,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-23,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-25,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-28,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-29,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-30,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-03-31,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-01,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-04,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-05,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-06,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-07,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-08,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-11,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-12,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-13,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-18,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-19,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-20,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-21,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-22,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-25,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-26,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-27,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-28,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-04-29,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-02,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-03,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-04,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-05,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-06,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-09,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-10,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-11,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-12,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-13,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-16,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-17,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-19,13.850000,13.850000,13.850000,13.850000,5.140000,0
2022-05-20,13.850000,13.850000,13.850000,13.850000,5.140000,0
