Date,Open,High,Low,Close,Adj Close,Volume
2021-09-23,128.949997,130.500000,126.750000,127.900002,127.900002,264924
2021-09-24,128.800003,128.800003,125.099998,126.900002,126.900002,80620
2021-09-27,127.199997,129.000000,126.000000,128.399994,128.399994,457993
2021-09-28,128.000000,131.000000,125.250000,129.500000,129.500000,259673
2021-09-29,131.100006,137.000000,131.100006,136.050003,136.050003,494559
2021-09-30,137.750000,138.750000,135.000000,135.500000,135.500000,300199
2021-10-01,135.050003,136.949997,133.500000,134.550003,134.550003,103226
2021-10-04,136.850006,141.399994,136.850006,137.649994,137.649994,565066
2021-10-05,139.100006,140.550003,139.100006,139.350006,139.350006,353710
2021-10-06,139.350006,139.949997,134.350006,135.000000,135.000000,1050457
2021-10-07,135.500000,140.000000,135.050003,139.000000,139.000000,345110
2021-10-12,145.949997,153.000000,145.949997,149.649994,149.649994,833314
2021-10-13,150.000000,151.500000,148.000000,151.149994,151.149994,490559
2021-10-14,152.500000,155.199997,152.500000,152.750000,152.750000,789579
2021-10-15,154.149994,154.149994,149.750000,152.500000,152.500000,483012
2021-10-18,152.449997,156.850006,151.050003,153.199997,153.199997,573933
2021-10-19,155.000000,161.000000,151.550003,160.350006,160.350006,503093
2021-10-20,160.350006,164.699997,160.000000,163.449997,163.449997,1035728
2021-10-21,163.000000,164.149994,157.050003,164.000000,164.000000,856030
2021-10-22,161.949997,164.000000,158.300003,162.500000,162.500000,542719
2021-10-25,163.000000,169.250000,162.500000,163.750000,163.750000,882129
2021-10-26,164.000000,164.000000,160.000000,162.600006,162.600006,702442
2021-10-27,162.600006,162.649994,151.000000,155.000000,155.000000,732789
2021-10-28,154.449997,158.350006,153.000000,156.500000,156.500000,304849
2021-10-29,155.600006,156.199997,150.500000,152.149994,152.149994,676339
2021-11-01,154.500000,157.649994,152.000000,156.000000,156.000000,400587
2021-11-02,155.000000,158.000000,152.949997,156.449997,156.449997,697532
2021-11-03,157.000000,161.000000,155.949997,158.850006,158.850006,460327
2021-11-04,158.949997,158.949997,152.350006,153.649994,153.649994,614447
